Company,TypeName,Cpu,Ram,Gpu,OpSys,Weight,Price_inr,Touchscreen,IPS_Panel,PPI
Lenovo,Notebook,Intel Core i7,16,Nvidia Quadro,Linux/Android/Chrome OS,2.5,260700,0,0,282.0
Acer,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,1.8,69960,0,1,157.0
Asus,Notebook,Other Intel Processor,8,Intel HD,Linux/Android/Chrome OS,2.0,64009,0,0,141.0
Dell,Gaming,Intel Core i7,32,Nvidia GeForce,Linux/Android/Chrome OS,4.42,394768,0,1,127.0
Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,4.3,258500,0,1,127.0
Toshiba,Ultrabook,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,1.47,194040,0,1,157.0
Lenovo,Notebook,Other Intel Processor,8,Intel HD,No OS,2.2,36190,0,0,100.0
Lenovo,Ultrabook,Intel Core i7,16,Intel HD,Linux/Android/Chrome OS,1.7,252890,0,0,157.0
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,1.6,208010,0,1,157.0
MSI,Gaming,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,2.2,119790,0,0,141.0
Lenovo,Gaming,Intel Core i7,4,Nvidia GeForce,Linux/Android/Chrome OS,2.4,109890,0,1,141.0
Acer,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,4.2,252890,0,1,127.0
Dell,Gaming,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,2.62,108350,0,0,141.0
Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.24,147290,0,0,141.0
Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.37,216700,1,1,166.0
Lenovo,2 in 1 Convertible,Intel Core i5,8,AMD Radeon,Linux/Android/Chrome OS,2.08,105490,1,0,141.0
Apple,Ultrabook,Other Intel Processor,8,Intel HD,Mac OS,0.92,128150,0,1,226.0
Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.42,256300,1,1,210.0
Asus,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.63,32890,0,0,112.0
Dell,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.95,89100,0,0,100.0
Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.38,148390,1,1,158.0
Dell,Notebook,Intel Core i3,8,AMD Radeon,Linux/Android/Chrome OS,2.0,81290,0,0,141.0
HP,Workstation,Intel Core i7,8,Nvidia Quadro,Linux/Android/Chrome OS,3.14,227139,0,0,141.0
Asus,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,2.37,120890,0,0,141.0
Dell,Ultrabook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.29,164890,0,0,166.0
Dell,Notebook,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,2.06,192390,1,0,282.0
Dell,Netbook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.63,81840,0,0,135.0
HP,Netbook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.26,152790,0,0,125.0
Toshiba,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,2.1,85800,0,0,100.0
HP,Notebook,AMD A-Series,8,AMD Radeon,Linux/Android/Chrome OS,2.04,69190,0,0,100.0
Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.62,184690,0,0,282.0
Lenovo,Notebook,Intel Core i5,4,Nvidia GeForce,Linux/Android/Chrome OS,2.4,66990,0,0,141.0
HP,Gaming,Intel Core i7,12,AMD Radeon,Linux/Android/Chrome OS,3.74,192390,0,1,127.0
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.9,265650,0,0,127.0
Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,1.98,105710,0,0,141.0
Dell,Notebook,Intel Core i5,8,AMD Radeon,Linux/Android/Chrome OS,2.18,86879,0,0,141.0
Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.32,204490,0,0,157.0
HP,Netbook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.23,42350,0,0,135.0
Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,4.36,275552,0,1,127.0
Dell,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.76,83050,0,0,112.0
Lenovo,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,2.1,53889,0,0,100.0
Toshiba,Ultrabook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.25,119900,0,0,112.0
Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.13,274890,0,1,157.0
MSI,Gaming,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,2.4,131890,0,0,141.0
Lenovo,Ultrabook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.13,206250,0,1,157.0
Toshiba,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.75,54890,0,0,112.0
Asus,2 in 1 Convertible,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.1,149380,1,0,166.0
Dell,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,1.76,64350,0,0,112.0
Acer,Netbook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.35,39050,0,1,135.0
Acer,Notebook,Intel Core i3,8,Intel HD,Linux/Android/Chrome OS,1.5,68090,0,1,157.0
Lenovo,Ultrabook,Intel Core i7,16,Intel HD,Linux/Android/Chrome OS,1.1,230890,0,1,210.0
Asus,Notebook,Intel Core i5,4,Nvidia GeForce,Linux/Android/Chrome OS,2.1,57090,0,0,141.0
Lenovo,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.7,130460,0,0,157.0
Lenovo,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.32,181500,0,1,157.0
Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,3.21,305209,0,0,141.0
Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.9,266090,0,0,127.0
Toshiba,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,2.0,73590,0,0,100.0
Lenovo,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.5,35750,0,0,112.0
Asus,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,2.3,64900,0,0,141.0
Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.73,197890,0,0,127.0
Dell,Gaming,Intel Core i7,32,Nvidia GeForce,Linux/Android/Chrome OS,4.42,338018,0,1,127.0
HP,Notebook,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,2.63,100100,0,0,106.0
Dell,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,2.18,78539,0,0,100.0
HP,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.54,205700,0,0,157.0
Dell,Notebook,Intel Core i7,4,AMD Radeon,Linux/Android/Chrome OS,2.18,81290,0,0,141.0
HP,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.4,67650,1,0,135.0
Asus,Ultrabook,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,1.45,112860,0,1,166.0
HP,2 in 1 Convertible,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.28,250470,1,0,166.0
HP,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.54,161480,0,0,157.0
HP,Notebook,Other Intel Processor,4,Intel HD,No OS,1.86,32890,0,0,100.0
Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.1,208890,0,0,141.0
Dell,Notebook,Intel Core i7,8,AMD Radeon,Linux/Android/Chrome OS,2.83,95150,0,0,127.0
Lenovo,Ultrabook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,1.96,209330,0,1,157.0
Asus,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.3,86570,0,1,141.0
Dell,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.9,103950,0,0,141.0
Asus,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,2.0,49390,0,0,100.0
HP,2 in 1 Convertible,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.28,281490,1,0,166.0
Dell,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.62,71390,1,0,166.0
Lenovo,Notebook,Intel Core i3,4,Intel HD,No OS,2.2,51590,0,0,141.0
Lenovo,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,2.3,93573,0,1,141.0
HP,Notebook,Intel Core i5,8,AMD Radeon,Linux/Android/Chrome OS,1.84,148390,0,0,141.0
Toshiba,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.05,141350,0,0,166.0
Lenovo,Gaming,Intel Core i5,8,Nvidia GeForce,No OS,2.5,111870,0,1,141.0
Dell,Ultrabook,Intel Core i7,16,Intel Iris,Linux/Android/Chrome OS,1.29,246400,1,0,276.0
HP,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,2.07,100100,0,0,141.0
Toshiba,Ultrabook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.2,120450,0,0,118.0
Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.37,214500,1,1,166.0
Acer,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.56,99220,0,1,157.0
Dell,Workstation,Intel Core i7,8,Nvidia Quadro,Linux/Android/Chrome OS,2.23,195580,0,0,141.0
Lenovo,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,2.38,116050,0,0,100.0
Lenovo,Notebook,Intel Core i3,4,AMD Radeon,No OS,2.2,52690,0,0,141.0
Toshiba,Notebook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,2.0,152680,0,1,141.0
Lenovo,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,1.44,80850,0,1,166.0
Dell,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.6,185900,0,0,176.0
Asus,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,2.0,43889,0,0,100.0
Dell,Notebook,Intel Core i5,4,Nvidia GeForce,Linux/Android/Chrome OS,2.18,100375,0,0,141.0
HP,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,2.04,92290,0,0,141.0
HP,2 in 1 Convertible,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.28,187000,1,0,166.0
HP,2 in 1 Convertible,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,2.3,75328,1,0,100.0
Asus,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.65,38280,0,0,111.0
Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.2,73590,0,1,141.0
Dell,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,2.2,40590,0,0,100.0
HP,2 in 1 Convertible,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.28,197890,1,0,166.0
Dell,Notebook,Intel Core i3,4,AMD Radeon,Linux/Android/Chrome OS,2.18,50127,0,0,100.0
Asus,Gaming,Intel Core i5,12,Nvidia GeForce,Linux/Android/Chrome OS,2.2,150689,0,0,127.0
Acer,Netbook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.25,32670,0,1,135.0
Lenovo,Notebook,AMD A-Series,4,AMD Radeon,Linux/Android/Chrome OS,2.8,41690,0,0,106.0
HP,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.95,139150,0,0,157.0
HP,2 in 1 Convertible,Intel Core i7,16,Intel HD,Linux/Android/Chrome OS,1.42,153890,1,0,276.0
Lenovo,Ultrabook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.32,197890,0,1,157.0
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.43,291390,0,1,255.0
Toshiba,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.05,162250,0,0,166.0
Dell,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.62,102190,0,0,141.0
HP,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.04,99000,0,0,141.0
Dell,Notebook,Intel Core i3,4,AMD Radeon,Linux/Android/Chrome OS,2.18,67540,0,0,100.0
Dell,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.9,102850,0,0,141.0
Dell,2 in 1 Convertible,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.24,221441,1,0,276.0
Asus,Gaming,Intel Core i7,32,Nvidia GeForce,Linux/Android/Chrome OS,3.58,140690,0,1,127.0
Dell,2 in 1 Convertible,Intel Core i7,16,Intel HD,Linux/Android/Chrome OS,1.22,181390,1,0,166.0
Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.13,225390,0,1,157.0
Lenovo,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.95,215929,0,1,141.0
HP,Netbook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.26,163130,0,0,176.0
Acer,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,2.2,39490,0,1,141.0
Lenovo,Notebook,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,2.6,86790,0,1,141.0
Dell,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.6,132550,0,0,157.0
HP,Ultrabook,Other Intel Processor,8,Intel HD,Linux/Android/Chrome OS,1.09,341000,1,0,352.0
Lenovo,Notebook,Intel Core i7,6,Nvidia GeForce,Linux/Android/Chrome OS,2.2,86790,0,0,141.0
HP,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.04,112089,0,0,141.0
Acer,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,2.4,54890,0,0,141.0
Lenovo,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.44,96910,0,0,166.0
HP,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.49,105600,0,0,166.0
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.7,175890,0,0,127.0
Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.6,148390,0,0,141.0
MSI,Gaming,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,2.2,123190,0,0,141.0
Dell,Notebook,Intel Core i5,4,AMD Radeon,Linux/Android/Chrome OS,2.18,75349,0,0,100.0
HP,Ultrabook,Intel Core i7,8,AMD Radeon,Linux/Android/Chrome OS,1.84,142669,0,0,141.0
HP,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.39,126390,1,0,276.0
Toshiba,Notebook,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.4,217250,0,1,141.0
Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.37,200750,1,1,166.0
Dell,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.95,80289,0,0,100.0
Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.36,181500,0,1,176.0
HP,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,2.31,128150,0,0,141.0
Dell,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,2.18,77887,0,0,100.0
HP,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.95,126390,0,0,112.0
Lenovo,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,2.2,33990,0,0,100.0
HP,Ultrabook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.26,173690,0,0,176.0
HP,Notebook,Other Intel Processor,4,Intel HD,No OS,1.86,31779,0,0,100.0
Lenovo,2 in 1 Convertible,Intel Core i7,16,Intel Iris,Linux/Android/Chrome OS,1.3,197890,1,1,276.0
Toshiba,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.47,121550,0,1,157.0
HP,Netbook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.26,183590,0,0,176.0
Dell,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,2.18,61446,0,0,100.0
MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.2,131890,0,0,141.0
Dell,Ultrabook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.36,180290,0,0,157.0
Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,4.36,303380,0,0,170.0
HP,Gaming,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,2.75,153890,0,1,127.0
Asus,Notebook,Other Intel Processor,4,Nvidia GeForce,Linux/Android/Chrome OS,2.8,58300,0,0,106.0
Acer,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,2.23,68090,0,0,100.0
Toshiba,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,2.2,123090,0,0,100.0
Lenovo,2 in 1 Convertible,Other Intel Processor,8,Intel HD,Linux/Android/Chrome OS,1.1,142890,1,1,195.0
Lenovo,Gaming,AMD F-Series,16,AMD Radeon,Linux/Android/Chrome OS,2.5,109890,0,1,141.0
Dell,Ultrabook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.36,161942,1,0,176.0
Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,No OS,2.2,75350,0,0,141.0
Dell,Notebook,Intel Core i3,4,AMD Radeon,Linux/Android/Chrome OS,2.36,72490,0,0,106.0
Acer,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.68,38390,0,0,112.0
HP,Workstation,Intel Core i7,8,Nvidia Quadro,Linux/Android/Chrome OS,2.0,247390,0,1,141.0
Dell,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.36,195250,0,0,157.0
Toshiba,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.2,160600,0,0,166.0
Asus,2 in 1 Convertible,Other Intel Processor,8,Intel HD,Linux/Android/Chrome OS,1.2,127490,0,0,176.0
Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.7,163789,0,1,157.0
Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,4.36,346940,0,1,255.0
Dell,2 in 1 Convertible,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.24,208890,1,0,166.0
HP,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.45,85250,1,0,135.0
Dell,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.3,139480,0,0,276.0
Acer,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,1.25,42790,1,1,135.0
Toshiba,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.2,168850,0,0,166.0
Lenovo,Ultrabook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.36,193600,0,1,176.0
Acer,Notebook,Intel Core i5,12,Nvidia GeForce,Linux/Android/Chrome OS,2.4,110990,0,0,141.0
Toshiba,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.1,196900,1,0,176.0
HP,Notebook,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,2.04,93115,0,0,100.0
Dell,Notebook,Intel Core i3,4,AMD Radeon,Linux/Android/Chrome OS,2.25,51218,0,0,100.0
Dell,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.9,90750,0,0,100.0
HP,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,2.04,75350,0,0,141.0
Dell,Gaming,Intel Core i7,32,Nvidia GeForce,Linux/Android/Chrome OS,4.42,346390,0,1,127.0
Lenovo,Notebook,Intel Core i5,6,Nvidia GeForce,Linux/Android/Chrome OS,2.4,76450,0,0,141.0
Dell,2 in 1 Convertible,Intel Core i7,16,Intel HD,Linux/Android/Chrome OS,1.22,208890,1,0,276.0
Dell,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.5,215928,1,0,210.0
Dell,Gaming,Intel Core i7,32,Nvidia GeForce,Linux/Android/Chrome OS,4.42,308000,0,0,127.0
Toshiba,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.95,129800,0,0,157.0
Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.73,225489,0,0,127.0
HP,Notebook,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,2.04,107690,0,1,141.0
Lenovo,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.7,110220,0,0,112.0
Asus,2 in 1 Convertible,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.3,197890,1,0,282.0
HP,Notebook,Intel Core i7,6,Intel HD,Linux/Android/Chrome OS,2.04,63690,0,0,100.0
Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.99,192390,0,0,127.0
Dell,2 in 1 Convertible,Intel Core i7,12,Intel HD,Linux/Android/Chrome OS,2.19,142890,1,1,141.0
Toshiba,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.2,131450,0,0,166.0
Lenovo,Notebook,AMD A-Series,6,AMD Radeon,Linux/Android/Chrome OS,2.2,60390,0,0,141.0
Toshiba,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.75,100650,0,0,112.0
Dell,Notebook,Intel Core i5,4,AMD Radeon,Linux/Android/Chrome OS,2.25,65890,0,0,100.0
HP,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,2.04,88660,0,0,141.0
Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.5,130790,0,1,141.0
Dell,Notebook,Intel Core i7,8,AMD Radeon,Linux/Android/Chrome OS,2.36,82390,0,0,100.0
Dell,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.6,123090,0,0,157.0
HP,Netbook,Other Intel Processor,8,Intel HD,Linux/Android/Chrome OS,0.97,209880,0,0,176.0
HP,Notebook,Intel Core i3,4,AMD Radeon,Linux/Android/Chrome OS,2.1,54890,0,0,141.0
Lenovo,Notebook,Other Intel Processor,4,Intel HD,No OS,1.9,29768,0,0,100.0
Lenovo,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,2.3,148390,0,0,141.0
Dell,2 in 1 Convertible,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.68,97790,1,0,166.0
Asus,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.4,126500,0,0,276.0
HP,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.11,148390,1,1,166.0
Acer,Notebook,Other Intel Processor,4,Intel HD,Linux/Android/Chrome OS,2.4,41800,0,0,100.0
Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Linux/Android/Chrome OS,2.5,197890,0,0,141.0
HP,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.48,229790,0,0,157.0
Acer,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.7,138600,0,1,141.0
HP,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.34,130790,0,1,166.0
Dell,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,2.18,60170,0,0,100.0
HP,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.64,85690,0,0,112.0
Toshiba,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.2,131450,0,0,166.0
HP,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.48,120999,0,0,112.0
HP,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.95,132550,0,0,157.0
HP,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.43,159390,0,0,157.0
HP,Notebook,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,1.64,115419,0,0,157.0
HP,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,1.64,75240,0,0,112.0
Dell,Gaming,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,2.65,104390,0,0,141.0
HP,Ultrabook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.26,169290,0,0,176.0
HP,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.48,174900,0,0,157.0
HP,Ultrabook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.54,207593,0,0,157.0
HP,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,1.49,88000,0,0,118.0
Toshiba,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.5,133100,0,0,118.0
HP,Notebook,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,2.04,84699,0,0,100.0
Lenovo,Notebook,Intel Core i7,16,Nvidia Quadro,Linux/Android/Chrome OS,2.4,326480,0,1,255.0
Toshiba,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.47,163900,0,1,157.0
HP,Notebook,Intel Core i7,8,Intel HD,Linux/Android/Chrome OS,1.43,245190,0,0,157.0
Dell,2 in 1 Convertible,Intel Core i3,4,Intel HD,Linux/Android/Chrome OS,2.08,87559,1,1,141.0
Toshiba,Ultrabook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.2,174900,0,0,166.0
HP,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.11,126390,0,1,166.0
HP,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,1.64,130397,0,0,157.0
Dell,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,2.09,115108,0,0,141.0
HP,Ultrabook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.26,171490,0,0,125.0
HP,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,2.31,130790,0,0,112.0
HP,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.95,116600,0,0,112.0
Dell,Ultrabook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.29,178640,1,0,276.0
HP,Notebook,Intel Core i5,8,Nvidia GeForce,Linux/Android/Chrome OS,2.63,118800,0,0,127.0
HP,Notebook,Intel Core i5,4,Intel HD,Linux/Android/Chrome OS,1.64,107030,0,0,112.0
Acer,Notebook,AMD A-Series,6,AMD Radeon,Linux/Android/Chrome OS,2.1,44990,0,0,100.0
MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Android/Chrome OS,2.7,131098,0,0,127.0
HP,Notebook,Intel Core i5,8,Intel HD,Linux/Android/Chrome OS,1.95,131450,0,0,157.0
